# x y z label
22.382257 56.963730 1.592151 1
22.382259 58.962482 1.592887 1
22.382261 60.961231 1.593614 1
22.382265 62.959984 1.594317 1
22.382267 64.958733 1.594983 1
22.382269 66.957489 1.595601 1
22.382273 68.956238 1.596165 1
22.382275 70.954987 1.596671 1
22.382277 72.953743 1.597117 1
22.382280 74.952492 1.597504 1
22.382282 76.951241 1.597834 1
22.382284 78.949997 1.598111 1
22.289907 0.998693 1.631091 1
22.289909 2.997445 1.630803 1
22.289913 4.996196 1.630460 1
22.289915 6.994947 1.630059 1
22.289917 8.993699 1.629596 1
22.289921 10.992450 1.629070 1
22.289923 12.991201 1.628483 1
22.289925 14.989953 1.627840 1
22.289928 16.988705 1.627147 1
22.289930 18.987455 1.626415 1
22.289932 20.986206 1.625657 1
22.289936 22.984959 1.624890 1
22.289938 24.983709 1.624133 1
22.289940 26.982460 1.623406 1
22.289944 28.981213 1.622731 1
22.289946 30.979963 1.622128 1
22.289948 32.978714 1.621619 1
22.289951 34.977467 1.621219 1
22.289953 36.976215 1.620943 1
22.289955 38.974968 1.620802 1
22.289959 40.973721 1.620800 1
22.289961 42.972469 1.620938 1
22.289963 44.971222 1.621210 1
22.289967 46.969975 1.621607 1
22.289968 48.968723 1.622114 1
22.289970 50.967476 1.622715 1
22.289974 52.966228 1.623388 1
22.289976 54.964977 1.624114 1
22.289978 56.963730 1.624871 1
22.289982 58.962482 1.625637 1
22.289984 60.961231 1.626395 1
22.289986 62.959984 1.627128 1
22.289989 64.958733 1.627823 1
22.289991 66.957489 1.628467 1
22.289993 68.956238 1.629056 1
22.289997 70.954987 1.629583 1
22.289999 72.953743 1.630048 1
22.290001 74.952492 1.630451 1
22.290005 76.951241 1.630795 1
22.290007 78.949997 1.631084 1
22.194838 0.998694 1.654873 1
22.194839 2.997445 1.654576 1
22.194843 4.996196 1.654223 1
22.194845 6.994947 1.653810 1
22.194847 8.993699 1.653333 1
22.194851 10.992450 1.652792 1
22.194853 12.991201 1.652188 1
22.194855 14.989953 1.651526 1
22.194859 16.988705 1.650812 1
22.194860 18.987455 1.650059 1
22.194862 20.986206 1.649279 1
22.194866 22.984959 1.648489 1
22.194868 24.983709 1.647710 1
22.194870 26.982460 1.646962 1
22.194874 28.981213 1.646267 1
22.194876 30.979963 1.645646 1
22.194878 32.978714 1.645122 1
22.194881 34.977467 1.644710 1
22.194883 36.976215 1.644426 1
22.194885 38.974968 1.644281 1
22.194889 40.973721 1.644279 1
22.194891 42.972469 1.644421 1
22.194893 44.971222 1.644701 1
22.194897 46.969975 1.645110 1
22.194899 48.968723 1.645632 1
22.194901 50.967476 1.646250 1
22.194904 52.966228 1.646943 1
22.194906 54.964977 1.647690 1
22.194908 56.963730 1.648469 1
22.194912 58.962482 1.649258 1
22.194914 60.961231 1.650039 1
22.194916 62.959984 1.650794 1
22.194920 64.958733 1.651508 1
22.194921 66.957489 1.652172 1
22.194923 68.956238 1.652778 1
22.194927 70.954987 1.653320 1
22.194929 72.953743 1.653799 1
22.194933 74.952492 1.654214 1
22.194935 76.951241 1.654568 1
22.194937 78.949997 1.654866 1
22.097891 0.998694 1.669234 1
22.097895 2.997445 1.668932 1
22.097897 4.996196 1.668574 1
22.097898 6.994947 1.668153 1
22.097902 8.993699 1.667668 1
22.097904 10.992450 1.667118 1
22.097906 12.991201 1.666503 1
22.097910 14.989953 1.665829 1
22.097912 16.988705 1.665104 1
22.097914 18.987455 1.664337 1
22.097918 20.986206 1.663544 1
22.097919 22.984959 1.662741 1
22.097921 24.983709 1.661948 1
22.097925 26.982460 1.661187 1
22.097927 28.981213 1.660479 1
22.097929 30.979963 1.659848 1
22.097933 32.978714 1.659315 1
22.097935 34.977467 1.658896 1
22.097937 36.976215 1.658607 1
22.097940 38.974968 1.658460 1
22.097942 40.973721 1.658458 1
22.097944 42.972469 1.658602 1
22.097948 44.971222 1.658887 1
22.097950 46.969975 1.659302 1
22.097952 48.968723 1.659834 1
22.097956 50.967476 1.660462 1
22.097958 52.966228 1.661168 1
22.097960 54.964977 1.661928 1
22.097963 56.963730 1.662720 1
22.097965 58.962482 1.663523 1
22.097967 60.961231 1.664317 1
22.097971 62.959984 1.665084 1
22.097973 64.958733 1.665811 1
22.097975 66.957489 1.666487 1
22.097979 68.956238 1.667103 1
22.097980 70.954987 1.667655 1
22.097982 72.953743 1.668141 1
22.097986 74.952492 1.668564 1
22.097988 76.951241 1.668924 1
22.097992 78.949997 1.669227 1
22.000000 -0.998694 1.674288 1
22.000002 1.000058 1.674037 1
22.000006 2.998809 1.673734 1
22.000008 4.997560 1.673373 1
22.000010 6.996312 1.672950 1
22.000013 8.995063 1.672462 1
22.000015 10.993814 1.671909 1
22.000017 12.992565 1.671291 1
22.000021 14.991317 1.670614 1
22.000023 16.990068 1.669884 1
22.000025 18.988819 1.669113 1
22.000029 20.987570 1.668315 1
22.000031 22.986322 1.667508 1
22.000032 24.985073 1.666711 1
22.000036 26.983824 1.665945 1
22.000038 28.982576 1.665234 1
22.000040 30.981327 1.664600 1
22.000044 32.980080 1.664063 1
22.000046 34.978828 1.663643 1
22.000048 36.977581 1.663353 1
22.000051 38.976334 1.663204 1
22.000053 40.975082 1.663202 1
22.000055 42.973835 1.663347 1
22.000059 44.972588 1.663634 1
22.000061 46.971336 1.664052 1
22.000063 48.970089 1.664586 1
22.000067 50.968842 1.665218 1
22.000069 52.967590 1.665927 1
22.000071 54.966343 1.666692 1
22.000074 56.965096 1.667488 1
22.000076 58.963844 1.668296 1
22.000078 60.962597 1.669094 1
22.000082 62.961346 1.669866 1
22.000084 64.960098 1.670596 1
22.000086 66.958847 1.671275 1
22.000090 68.957603 1.671895 1
22.000092 70.956352 1.672450 1
22.000095 72.955101 1.672939 1
22.000097 74.953857 1.673363 1
22.000099 76.952606 1.673726 1
21.902111 -0.998693 1.669484 1
21.902113 1.000058 1.669234 1
21.902117 2.998809 1.668933 1
21.902119 4.997560 1.668574 1
21.902121 6.996312 1.668154 1
21.902124 8.995063 1.667668 1
21.902126 10.993814 1.667118 1
21.902128 12.992565 1.666504 1
21.902132 14.991317 1.665830 1
21.902134 16.990068 1.665104 1
21.902136 18.988819 1.664337 1
21.902140 20.987570 1.663544 1
21.902142 22.986322 1.662741 1
21.902143 24.985073 1.661948 1
21.902147 26.983824 1.661187 1
21.902149 28.982576 1.660480 1
21.902151 30.981327 1.659849 1
21.902155 32.980080 1.659315 1
21.902157 34.978828 1.658896 1
21.902159 36.977581 1.658608 1
21.902163 38.976334 1.658460 1
21.902164 40.975082 1.658458 1
21.902166 42.973835 1.658603 1
21.902170 44.972588 1.658888 1
21.902172 46.971336 1.659303 1
21.902174 48.970089 1.659835 1
21.902178 50.968842 1.660463 1
21.902180 52.967590 1.661169 1
21.902182 54.966343 1.661929 1
21.902185 56.965096 1.662721 1
21.902187 58.963844 1.663524 1
21.902189 60.962597 1.664318 1
21.902193 62.961346 1.665086 1
21.902195 64.960098 1.665813 1
21.902199 66.958847 1.666488 1
21.902201 68.957603 1.667104 1
21.902203 70.956352 1.667656 1
21.902206 72.955101 1.668143 1
21.902208 74.953857 1.668565 1
21.902210 76.952606 1.668925 1
21.805164 -0.998693 1.655119 1
21.805168 1.000058 1.654874 1
21.805170 2.998809 1.654577 1
21.805172 4.997561 1.654224 1
21.805176 6.996312 1.653811 1
21.805178 8.995063 1.653334 1
21.805180 10.993814 1.652793 1
21.805183 12.992565 1.652189 1
21.805185 14.991317 1.651527 1
21.805187 16.990068 1.650813 1
21.805191 18.988819 1.650059 1
21.805193 20.987570 1.649279 1
21.805195 22.986322 1.648490 1
21.805199 24.985073 1.647711 1
21.805201 26.983824 1.646963 1
21.805202 28.982576 1.646267 1
21.805206 30.981327 1.645647 1
21.805208 32.980080 1.645122 1
21.805210 34.978828 1.644711 1
21.805214 36.977581 1.644428 1
21.805216 38.976334 1.644282 1
21.805218 40.975082 1.644280 1
21.805222 42.973835 1.644422 1
21.805223 44.972588 1.644703 1
21.805225 46.971336 1.645111 1
21.805229 48.970089 1.645633 1
21.805231 50.968842 1.646251 1
21.805233 52.967590 1.646945 1
21.805237 54.966343 1.647692 1
21.805239 56.965096 1.648471 1
21.805241 58.963844 1.649260 1
21.805244 60.962597 1.650041 1
21.805246 62.961346 1.650795 1
21.805248 64.960098 1.651510 1
21.805252 66.958847 1.652174 1
21.805254 68.957603 1.652779 1
21.805256 70.956352 1.653322 1
21.805260 72.955101 1.653800 1
21.805262 74.953857 1.654215 1
21.805264 76.952606 1.654569 1
21.710094 -0.998693 1.631330 1
21.710098 1.000058 1.631092 1
21.710100 2.998809 1.630804 1
21.710102 4.997561 1.630461 1
21.710106 6.996312 1.630060 1
21.710108 8.995063 1.629597 1
21.710110 10.993814 1.629071 1
21.710114 12.992565 1.628484 1
21.710115 14.991317 1.627841 1
21.710117 16.990068 1.627148 1
21.710121 18.988819 1.626415 1
21.710123 20.987570 1.625658 1
21.710125 22.986322 1.624891 1
21.710129 24.985073 1.624134 1
21.710131 26.983824 1.623407 1
21.710133 28.982576 1.622732 1
21.710136 30.981327 1.622129 1
21.710138 32.980080 1.621620 1
21.710140 34.978828 1.621220 1
21.710144 36.977581 1.620944 1
21.710146 38.976334 1.620803 1
21.710148 40.975082 1.620802 1
21.710152 42.973835 1.620939 1
21.710154 44.972588 1.621212 1
21.710155 46.971336 1.621608 1
21.710159 48.970089 1.622116 1
21.710161 50.968842 1.622716 1
21.710163 52.967590 1.623390 1
21.710167 54.966343 1.624116 1
21.710169 56.965096 1.624872 1
21.710171 58.963844 1.625639 1
21.710175 60.962597 1.626397 1
21.710176 62.961346 1.627130 1
21.710178 64.960098 1.627824 1
21.710182 66.958847 1.628469 1
21.710184 68.957603 1.629057 1
21.710186 70.956352 1.629585 1
21.710190 72.955101 1.630049 1
21.710192 74.953857 1.630452 1
21.710194 76.952606 1.630796 1
21.617817 -0.998693 1.598348 1
21.617819 1.000058 1.598119 1
21.617823 2.998809 1.597843 1
21.617825 4.997561 1.597514 1
21.617826 6.996312 1.597129 1
21.617830 8.995064 1.596685 1
21.617832 10.993815 1.596181 1
21.617834 12.992566 1.595618 1
21.617838 14.991318 1.595001 1
21.617840 16.990068 1.594336 1
21.617842 18.988819 1.593633 1
21.617846 20.987570 1.592907 1
21.617847 22.986322 1.592171 1
21.617849 24.985073 1.591445 1
21.617853 26.983824 1.590748 1
21.617855 28.982576 1.590100 1
21.617857 30.981327 1.589522 1
21.617861 32.980080 1.589033 1
21.617863 34.978828 1.588650 1
21.617865 36.977581 1.588386 1
21.617868 38.976334 1.588250 1
21.617870 40.975082 1.588249 1
21.617872 42.973835 1.588381 1
21.617876 44.972588 1.588642 1
21.617878 46.971336 1.589023 1
21.617880 48.970089 1.589509 1
21.617884 50.968842 1.590085 1
21.617886 52.967590 1.590731 1
21.617889 54.966343 1.591428 1
21.617891 56.965096 1.592153 1
21.617893 58.963844 1.592889 1
21.617897 60.962597 1.593616 1
21.617899 62.961346 1.594319 1
21.617901 64.960098 1.594985 1
21.617905 66.958847 1.595603 1
21.617907 68.957603 1.596168 1
21.617908 70.956352 1.596673 1
21.617912 72.955101 1.597119 1
21.617914 74.953857 1.597506 1
21.617916 76.952606 1.597836 1
21.529219 -0.998693 1.556489 1
21.529222 1.000058 1.556273 1
21.529224 2.998810 1.556011 1
21.529226 4.997561 1.555700 1
21.529230 6.996312 1.555336 1
21.529232 8.995064 1.554916 1
21.529234 10.993815 1.554439 1
21.529238 12.992566 1.553906 1
21.529240 14.991318 1.553322 1
21.529242 16.990068 1.552693 1
21.529245 18.988819 1.552029 1
21.529247 20.987570 1.551341 1
21.529251 22.986322 1.550646 1
21.529253 24.985073 1.549959 1
21.529255 26.983824 1.549299 1
21.529259 28.982576 1.548687 1
21.529261 30.981327 1.548140 1
21.529263 32.980080 1.547677 1
21.529266 34.978828 1.547315 1
21.529268 36.977581 1.547065 1
21.529270 38.976334 1.546937 1
21.529274 40.975082 1.546935 1
21.529276 42.973835 1.547060 1
21.529278 44.972588 1.547307 1
21.529282 46.971336 1.547667 1
21.529284 48.970089 1.548128 1
21.529285 50.968842 1.548672 1
21.529289 52.967590 1.549284 1
21.529291 54.966343 1.549942 1
21.529293 56.965096 1.550629 1
21.529297 58.963844 1.551325 1
21.529299 60.962597 1.552013 1
21.529301 62.961346 1.552678 1
21.529305 64.960098 1.553308 1
21.529306 66.958847 1.553893 1
21.529308 68.957603 1.554426 1
21.529312 70.956352 1.554905 1
21.529314 72.955101 1.555326 1
21.529316 74.953857 1.555692 1
21.529320 76.952606 1.556004 1
21.445156 -0.998693 1.506156 1
21.445158 1.000058 1.505955 1
21.445162 2.998810 1.505712 1
21.445164 4.997561 1.505422 1
21.445166 6.996312 1.505083 1
21.445169 8.995064 1.504691 1
21.445171 10.993815 1.504247 1
21.445173 12.992566 1.503751 1
21.445177 14.991318 1.503207 1
21.445179 16.990068 1.502622 1
21.445181 18.988819 1.502003 1
21.445185 20.987570 1.501362 1
21.445187 22.986322 1.500714 1
21.445189 24.985073 1.500075 1
21.445192 26.983824 1.499460 1
21.445194 28.982576 1.498890 1
21.445196 30.981327 1.498380 1
21.445200 32.980080 1.497949 1
21.445202 34.978828 1.497612 1
21.445204 36.977581 1.497379 1
21.445208 38.976334 1.497260 1
21.445210 40.975082 1.497258 1
21.445211 42.973835 1.497375 1
21.445215 44.972588 1.497605 1
21.445217 46.971336 1.497940 1
21.445219 48.970089 1.498369 1
21.445223 50.968842 1.498876 1
21.445225 52.967590 1.499446 1
21.445229 54.966343 1.500059 1
21.445230 56.965096 1.500699 1
21.445232 58.963844 1.501347 1
21.445236 60.962597 1.501987 1
21.445238 62.961346 1.502607 1
21.445240 64.960098 1.503193 1
21.445244 66.958847 1.503738 1
21.445246 68.957603 1.504236 1
21.445248 70.956352 1.504681 1
21.445251 72.955101 1.505074 1
21.445253 74.953857 1.505414 1
21.445255 76.952606 1.505705 1
21.366436 -0.998693 1.447836 1
21.366438 1.000059 1.447651 1
21.366442 2.998810 1.447429 1
21.366444 4.997561 1.447164 1
21.366446 6.996313 1.446854 1
21.366449 8.995064 1.446496 1
21.366451 10.993815 1.446089 1
21.366453 12.992566 1.445636 1
21.366457 14.991318 1.445138 1
21.366459 16.990068 1.444602 1
21.366461 18.988819 1.444036 1
21.366465 20.987570 1.443451 1
21.366467 22.986322 1.442858 1
21.366468 24.985073 1.442273 1
21.366472 26.983824 1.441711 1
21.366474 28.982576 1.441189 1
21.366476 30.981327 1.440723 1
21.366480 32.980080 1.440329 1
21.366482 34.978828 1.440020 1
21.366484 36.977581 1.439808 1
21.366488 38.976334 1.439698 1
21.366489 40.975082 1.439697 1
21.366491 42.973835 1.439804 1
21.366495 44.972588 1.440014 1
21.366497 46.971336 1.440321 1
21.366499 48.970089 1.440713 1
21.366503 50.968842 1.441177 1
21.366505 52.967590 1.441698 1
21.366507 54.966343 1.442259 1
21.366510 56.965096 1.442844 1
21.366512 58.963844 1.443436 1
21.366514 60.962597 1.444022 1
21.366518 62.961346 1.444589 1
21.366520 64.960098 1.445126 1
21.366522 66.958847 1.445624 1
21.366526 68.957603 1.446079 1
21.366528 70.956352 1.446486 1
21.366531 72.955101 1.446845 1
21.366533 74.953857 1.447157 1
21.366535 76.952606 1.447423 1
21.293818 -0.998693 1.382088 1
21.293819 1.000059 1.381923 1
21.293823 2.998810 1.381724 1
21.293825 4.997561 1.381487 1
21.293827 6.996313 1.381209 1
21.293831 8.995064 1.380889 1
21.293833 10.993815 1.380525 1
21.293835 12.992566 1.380119 1
21.293839 14.991318 1.379674 1
21.293840 16.990068 1.379195 1
21.293842 18.988819 1.378688 1
21.293846 20.987570 1.378164 1
21.293848 22.986322 1.377634 1
21.293850 24.985073 1.377110 1
21.293854 26.983824 1.376608 1
21.293856 28.982576 1.376140 1
21.293858 30.981327 1.375724 1
21.293861 32.980080 1.375371 1
21.293863 34.978828 1.375095 1
21.293865 36.977581 1.374904 1
21.293869 38.976334 1.374807 1
21.293871 40.975082 1.374805 1
21.293873 42.973835 1.374901 1
21.293877 44.972588 1.375089 1
21.293879 46.971336 1.375363 1
21.293880 48.970089 1.375714 1
21.293884 50.968842 1.376130 1
21.293886 52.967590 1.376596 1
21.293888 54.966343 1.377098 1
21.293892 56.965096 1.377621 1
21.293894 58.963844 1.378151 1
21.293896 60.962597 1.378676 1
21.293900 62.961346 1.379183 1
21.293901 64.960098 1.379663 1
21.293903 66.958847 1.380109 1
21.293907 68.957603 1.380516 1
21.293909 70.956352 1.380880 1
21.293911 72.955101 1.381202 1
21.293915 74.953857 1.381480 1
21.293917 76.952606 1.381718 1
21.227999 -0.998693 1.309546 1
21.228003 1.000059 1.309403 1
21.228004 2.998810 1.309229 1
21.228006 4.997561 1.309023 1
21.228010 6.996313 1.308781 1
21.228012 8.995064 1.308502 1
21.228014 10.993815 1.308186 1
21.228018 12.992566 1.307833 1
21.228020 14.991318 1.307446 1
21.228022 16.990070 1.307028 1
21.228025 18.988821 1.306588 1
21.228027 20.987572 1.306132 1
21.228029 22.986324 1.305670 1
21.228033 24.985075 1.305214 1
21.228035 26.983826 1.304777 1
21.228039 28.982578 1.304370 1
21.228041 30.981329 1.304008 1
21.228043 32.980080 1.303701 1
21.228046 34.978828 1.303460 1
21.228048 36.977581 1.303295 1
21.228050 38.976334 1.303210 1
21.228054 40.975082 1.303209 1
21.228056 42.973835 1.303292 1
21.228058 44.972588 1.303455 1
21.228062 46.971336 1.303694 1
21.228064 48.970089 1.304000 1
21.228065 50.968842 1.304361 1
21.228069 52.967590 1.304767 1
21.228071 54.966343 1.305203 1
21.228073 56.965096 1.305659 1
21.228077 58.963844 1.306120 1
21.228079 60.962597 1.306577 1
21.228081 62.961346 1.307018 1
21.228085 64.960098 1.307436 1
21.228086 66.958847 1.307824 1
21.228088 68.957603 1.308178 1
21.228092 70.956352 1.308495 1
21.228094 72.955101 1.308775 1
21.228096 74.953857 1.309018 1
21.228100 76.952606 1.309225 1
21.169617 -0.998693 1.230909 1
21.169619 1.000059 1.230789 1
21.169622 2.998810 1.230643 1
21.169624 4.997561 1.230471 1
21.169626 6.996313 1.230268 1
21.169630 8.995064 1.230034 1
21.169632 10.993815 1.229769 1
21.169634 12.992566 1.229473 1
21.169638 14.991318 1.229148 1
21.169640 16.990070 1.228798 1
21.169641 18.988821 1.228429 1
21.169645 20.987572 1.228046 1
21.169647 22.986324 1.227659 1
21.169649 24.985075 1.227277 1
21.169653 26.983826 1.226911 1
21.169655 28.982578 1.226570 1
21.169657 30.981329 1.226266 1
21.169661 32.980080 1.226009 1
21.169662 34.978828 1.225807 1
21.169664 36.977581 1.225668 1
21.169668 38.976334 1.225597 1
21.169670 40.975082 1.225596 1
21.169672 42.973835 1.225665 1
21.169676 44.972588 1.225803 1
21.169678 46.971336 1.226003 1
21.169680 48.970089 1.226259 1
21.169683 50.968842 1.226562 1
21.169685 52.967590 1.226902 1
21.169687 54.966343 1.227268 1
21.169691 56.965096 1.227650 1
21.169693 58.963844 1.228037 1
21.169695 60.962597 1.228420 1
21.169699 62.961346 1.228789 1
21.169701 64.960098 1.229140 1
21.169703 66.958847 1.229465 1
21.169706 68.957603 1.229762 1
21.169708 70.956352 1.230028 1
21.169712 72.955101 1.230263 1
21.169714 74.953857 1.230466 1
21.169716 76.952606 1.230640 1
21.119230 -0.998693 1.146934 1
21.119232 1.000059 1.146839 1
21.119236 2.998810 1.146724 1
21.119238 4.997561 1.146586 1
21.119240 6.996313 1.146425 1
21.119244 8.995064 1.146240 1
21.119246 10.993815 1.146029 1
21.119249 12.992566 1.145794 1
21.119251 14.991318 1.145536 1
21.119253 16.990070 1.145258 1
21.119257 18.988821 1.144965 1
21.119259 20.987572 1.144661 1
21.119261 22.986324 1.144354 1
21.119265 24.985075 1.144050 1
21.119267 26.983826 1.143759 1
21.119268 28.982578 1.143489 1
21.119272 30.981329 1.143247 1
21.119274 32.980080 1.143043 1
21.119276 34.978828 1.142883 1
21.119280 36.977581 1.142772 1
21.119282 38.976334 1.142716 1
21.119284 40.975082 1.142715 1
21.119287 42.973835 1.142770 1
21.119289 44.972588 1.142879 1
21.119291 46.971336 1.143038 1
21.119295 48.970089 1.143242 1
21.119297 50.968842 1.143482 1
21.119299 52.967590 1.143752 1
21.119303 54.966343 1.144043 1
21.119305 56.965096 1.144346 1
21.119307 58.963844 1.144654 1
21.119310 60.962597 1.144958 1
21.119312 62.961346 1.145251 1
21.119314 64.960098 1.145529 1
21.119318 66.958847 1.145788 1
21.119320 68.957603 1.146024 1
21.119322 70.956352 1.146235 1
21.119326 72.955101 1.146421 1
21.119328 74.953857 1.146583 1
21.119329 76.952606 1.146720 1
21.077328 -0.998692 1.058431 1
21.077330 1.000059 1.058361 1
21.077332 2.998810 1.058277 1
21.077335 4.997561 1.058177 1
21.077337 6.996313 1.058061 1
21.077339 8.995064 1.057926 1
21.077343 10.993815 1.057773 1
21.077345 12.992566 1.057602 1
21.077347 14.991318 1.057414 1
21.077351 16.990070 1.057212 1
21.077353 18.988821 1.056999 1
21.077354 20.987572 1.056778 1
21.077358 22.986324 1.056555 1
21.077360 24.985075 1.056335 1
21.077362 26.983826 1.056123 1
21.077366 28.982578 1.055926 1
21.077368 30.981329 1.055751 1
21.077370 32.980080 1.055602 1
21.077374 34.978828 1.055486 1
21.077375 36.977581 1.055406 1
21.077377 38.976334 1.055365 1
21.077381 40.975082 1.055364 1
21.077383 42.973835 1.055404 1
21.077385 44.972588 1.055483 1
21.077389 46.971336 1.055599 1
21.077391 48.970089 1.055747 1
21.077393 50.968842 1.055922 1
21.077396 52.967590 1.056118 1
21.077398 54.966343 1.056329 1
21.077400 56.965096 1.056550 1
21.077404 58.963844 1.056773 1
21.077406 60.962597 1.056994 1
21.077408 62.961346 1.057207 1
21.077412 64.960098 1.057409 1
21.077414 66.958847 1.057597 1
21.077415 68.957603 1.057769 1
21.077419 70.956352 1.057922 1
21.077421 72.955101 1.058057 1
21.077423 74.953857 1.058175 1
21.077427 76.952606 1.058275 1
21.044310 -0.998692 0.966250 1
21.044312 1.000059 0.966208 1
21.044313 2.998810 0.966157 1
21.044317 4.997561 0.966096 1
21.044319 6.996313 0.966025 1
21.044321 8.995064 0.965943 1
21.044325 10.993815 0.965850 1
21.044327 12.992566 0.965746 1
21.044329 14.991318 0.965631 1
21.044333 16.990070 0.965509 1
21.044334 18.988821 0.965379 1
21.044336 20.987572 0.965245 1
21.044340 22.986324 0.965109 1
21.044342 24.985075 0.964975 1
21.044344 26.983826 0.964846 1
21.044348 28.982578 0.964726 1
21.044350 30.981329 0.964619 1
21.044352 32.980080 0.964529 1
21.044355 34.978828 0.964458 1
21.044357 36.977581 0.964409 1
21.044359 38.976334 0.964384 1
21.044363 40.975082 0.964384 1
21.044365 42.973835 0.964409 1
21.044367 44.972588 0.964457 1
21.044371 46.971336 0.964527 1
21.044373 48.970089 0.964617 1
21.044374 50.968842 0.964723 1
21.044378 52.967590 0.964843 1
21.044380 54.966343 0.964971 1
21.044382 56.965096 0.965105 1
21.044386 58.963844 0.965241 1
21.044388 60.962597 0.965376 1
21.044390 62.961346 0.965506 1
21.044394 64.960098 0.965629 1
21.044395 66.958847 0.965743 1
21.044397 68.957603 0.965847 1
21.044401 70.956352 0.965941 1
21.044403 72.955101 0.966023 1
21.044407 74.953857 0.966094 1
21.044409 76.952606 0.966155 1
21.020494 -0.998692 0.871280 1
21.020496 1.000059 0.871266 1
21.020500 2.998810 0.871249 1
21.020502 4.997561 0.871228 1
21.020504 6.996313 0.871204 1
21.020508 8.995064 0.871177 1
21.020510 10.993815 0.871145 1
21.020512 12.992566 0.871110 1
21.020515 14.991318 0.871072 1
21.020517 16.990070 0.871030 1
21.020519 18.988821 0.870987 1
21.020523 20.987572 0.870941 1
21.020525 22.986324 0.870896 1
21.020527 24.985075 0.870850 1
21.020531 26.983826 0.870807 1
21.020533 28.982578 0.870767 1
21.020536 30.981329 0.870731 1
21.020538 32.980080 0.870700 1
21.020540 34.978828 0.870676 1
21.020544 36.977581 0.870660 1
21.020546 38.976334 0.870652 1
21.020548 40.975082 0.870651 1
21.020552 42.973835 0.870660 1
21.020554 44.972588 0.870676 1
21.020555 46.971336 0.870700 1
21.020559 48.970089 0.870730 1
21.020561 50.968842 0.870766 1
21.020563 52.967590 0.870806 1
21.020567 54.966343 0.870849 1
21.020569 56.965096 0.870895 1
21.020571 58.963844 0.870940 1
21.020575 60.962597 0.870986 1
21.020576 62.961346 0.871029 1
21.020578 64.960098 0.871071 1
21.020582 66.958847 0.871109 1
21.020584 68.957603 0.871145 1
21.020586 70.956352 0.871176 1
21.020590 72.955101 0.871204 1
21.020592 74.953857 0.871228 1
21.020594 76.952606 0.871248 1
21.006113 -0.998692 0.774385 1
21.006117 1.000059 0.774385 1
21.006119 2.998810 0.774385 1
21.006121 4.997561 0.774385 1
21.006124 6.996313 0.774385 1
21.006126 8.995064 0.774385 1
21.006128 10.993815 0.774385 1
21.006132 12.992566 0.774385 1
21.006134 14.991318 0.774385 1
21.006136 16.990070 0.774385 1
21.006140 18.988821 0.774385 1
21.006142 20.987572 0.774385 1
21.006144 22.986324 0.774385 1
21.006147 24.985075 0.774385 1
21.006149 26.983826 0.774385 1
21.006151 28.982578 0.774385 1
21.006155 30.981329 0.774385 1
21.006157 32.980080 0.774385 1
21.006159 34.978828 0.774385 1
21.006163 36.977581 0.774385 1
21.006165 38.976334 0.774385 1
21.006166 40.975082 0.774385 1
21.006170 42.973835 0.774385 1
21.006172 44.972588 0.774385 1
21.006174 46.971336 0.774385 1
21.006178 48.970089 0.774385 1
21.006180 50.968842 0.774385 1
21.006182 52.967590 0.774385 1
21.006186 54.966343 0.774385 1
21.006187 56.965096 0.774385 1
21.006189 58.963844 0.774385 1
21.006193 60.962597 0.774385 1
21.006195 62.961346 0.774385 1
21.006197 64.960098 0.774385 1
21.006201 66.958847 0.774385 1
21.006203 68.957603 0.774385 1
21.006205 70.956352 0.774385 1
21.006208 72.955101 0.774385 1
21.006210 74.953857 0.774385 1
21.006214 76.952606 0.774385 1
21.001305 -0.998692 0.676496 1
21.001307 1.000059 0.676496 1
21.001308 2.998810 0.676496 1
21.001312 4.997561 0.676496 1
21.001314 6.996313 0.676496 1
21.001316 8.995064 0.676496 1
21.001320 10.993815 0.676496 1
21.001322 12.992566 0.676496 1
21.001324 14.991318 0.676496 1
21.001328 16.990070 0.676496 1
21.001329 18.988821 0.676496 1
21.001331 20.987572 0.676496 1
21.001335 22.986324 0.676496 1
21.001337 24.985075 0.676496 1
21.001339 26.983826 0.676496 1
21.001343 28.982578 0.676496 1
21.001345 30.981329 0.676496 1
21.001347 32.980080 0.676496 1
21.001350 34.978828 0.676496 1
21.001352 36.977581 0.676496 1
21.001354 38.976334 0.676496 1
21.001358 40.975082 0.676496 1
21.001360 42.973835 0.676496 1
21.001362 44.972588 0.676496 1
21.001366 46.971336 0.676496 1
21.001368 48.970089 0.676496 1
21.001371 50.968842 0.676496 1
21.001373 52.967590 0.676496 1
21.001375 54.966343 0.676496 1
21.001379 56.965096 0.676496 1
21.001381 58.963844 0.676496 1
21.001383 60.962597 0.676496 1
21.001387 62.961346 0.676496 1
21.001389 64.960098 0.676496 1
21.001390 66.958847 0.676496 1
21.001394 68.957603 0.676496 1
21.001396 70.956352 0.676496 1
21.001398 72.955101 0.676496 1
21.001402 74.953857 0.676496 1
21.001404 76.952606 0.676496 1
21.006113 -0.998692 0.578607 1
21.006115 1.000059 0.578607 1
21.006117 2.998810 0.578607 1
21.006121 4.997561 0.578607 1
21.006123 6.996313 0.578607 1
21.006124 8.995064 0.578607 1
21.006128 10.993815 0.578607 1
21.006130 12.992566 0.578607 1
21.006132 14.991318 0.578607 1
21.006136 16.990070 0.578607 1
